category,foodCode,foodName,englishName,edible,energyKCal,protein,fat,CHO
乳类及其制品-其他,109001,炼乳（甜，罐头）,Condensed milk，pasteurized，sweetened，canned,100,332,8.0,8.7,55.4
乳类及其制品-其他,109002,奶皮子,Milk skin，fresh,100,460,12.2,42.9,6.3
乳类及其制品-其他,109003,奶片,Milk tablet，sugar added,100,472,13.3,20.2,59.3
乳类及其制品-其他,109004,全脂甜炼乳（雀巢）,,100,380,7.5,10.0,64.9
乳类及其制品-其他,109005,全脂甜炼乳（燕山牌）,,100,374,8.2,10.0,62.8
乳类及其制品-其他,109006,脱脂甜炼乳,,100,275,10.3,0.2,58.0
乳类及其制品-其他,109007,蛋白粉（益力健乳铁乳清蛋白粉）,,100,425,50.0,12.5,28.0
乳类及其制品-其他,109008,牛初乳奶片（纽瑞滋牛初乳咀嚼奶片）,,100,347,27.0,4.5,49.5
乳类及其制品-其他,109009,奶渣,,100,381,44.4,4.2,41.3
乳类及其制品-奶油,105001,奶油,Cream,100,879,0.7,97.0,0.9
乳类及其制品-奶油,105002,奶油（焦克）,Cream,100,447,3.0,48.3,0.0
乳类及其制品-奶油,105003,奶油（食品工业）,"Cream, for food industry use",100,504,1.1,55.5,0.0
乳类及其制品-奶油,105004,黄油,Butter,100,888,1.4,98.0,0.0
乳类及其制品-奶油,105005,黄油渣,"Butter residue, milk solids",100,599,11.1,43.8,40.0
乳类及其制品-奶油,105006,白脱（食品工业）［牛油、黄油］,"Butter, for food industry use",100,744,—,82.7,0.0
乳类及其制品-奶油,105007,酥油,Shortening,100,860,1.5,94.4,1.1
乳类及其制品-奶油,105008,奶油,,100,785,1.1,86.0,1.7
乳类及其制品-奶油,105009,酥油,,100,718,0.7,74.9,10.3
乳类及其制品-奶油,105010,酥油茶（原味）,,100,465,3.0,17.7,73.3
乳类及其制品-奶粉,102101,全脂奶粉（多维奶粉）,Whole milk powder，fortified with vitamin,100,484,19.9,22.7,49.9
乳类及其制品-奶粉,102101x,全脂奶粉（代表值）,,100,482,19.9,22.3,50.5
乳类及其制品-奶粉,102103,全脂奶粉,Whole milk powder,100,478,20.1,21.2,51.7
乳类及其制品-奶粉,102104,全脂奶粉（速溶）,Whole milk powder，instant,100,466,19.9,18.9,54.0
乳类及其制品-奶粉,102105,全脂奶粉（雀巢）,,100,504,24.0,28.0,39.0
乳类及其制品-奶粉,102107,全脂奶粉（伊利牌）,,100,504,22.0,26.0,45.5
乳类及其制品-奶粉,102125,全脂奶粉（红星速溶加锌奶粉）,,100,478,18.5,20.8,54.1
乳类及其制品-奶粉,102126,全脂奶粉（欧世蒙牛多维高钙高铁奶粉）,,100,473,18.2,21.7,51.1
乳类及其制品-奶粉,102127,全脂奶粉（雪花钙加锌调制奶粉）,,100,461,17.0,19.0,55.5
乳类及其制品-奶粉,102128,全脂奶粉（雪花高钙多维调制奶粉）,,100,484,19.5,22.0,52.0
乳类及其制品-奶粉,102130x,全脂甜奶粉（代表值）,,100,485,20.2,22.9,49.6
乳类及其制品-奶粉,102131,全脂甜奶粉,,100,490,22.5,23.4,47.4
乳类及其制品-奶粉,102132,全脂甜奶粉（伊利牌）,,100,476,19.0,21.0,52.8
乳类及其制品-奶粉,102133,全脂甜奶粉（飞鹤全脂甜乳粉）,,100,479,20.0,23.0,48.0
乳类及其制品-奶粉,102134,全脂甜奶粉（红星速溶全脂甜奶粉）,,100,481,18.5,23.0,50.0
乳类及其制品-奶粉,102135,全脂甜奶粉（三元燕山牌全脂甜奶粉）,,100,500,21.0,24.0,50.0
乳类及其制品-奶粉,102150x,低脂奶粉（代表值，高钙高铁）,,100,425,23.7,11.9,55.9
乳类及其制品-奶粉,102151,低脂奶粉（高钙高铁，雀巢）,,100,413,27.0,11.7,50.0
乳类及其制品-奶粉,102152,低脂奶粉（高钙高铁，伊利牌）,,100,423,27.0,11.0,53.9
乳类及其制品-奶粉,102153,低脂奶粉（高钙高铁，可淇牌）,,100,437,17.0,13.0,63.0
乳类及其制品-奶粉,102201,全脂奶粉（全脂羊乳粉）,Goat whole milk powder,100,498,18.8,25.2,49.0
乳类及其制品-奶粉,102211,驴奶粉（花麒牌，西域龙驴奶粉）,,100,442,20.1,12.4,62.4
乳类及其制品-奶粉,102212,驴奶粉（金驴龙奶）,,100,416,14.8,8.2,70.8
乳类及其制品-奶粉,102213,驴奶粉（源西域牌，冻干特质）,,100,428,19.3,12.3,60.0
乳类及其制品-奶粉,102221,驼奶粉（花麒牌，西域龙驼奶粉）,,100,528,20.2,30.4,43.4
乳类及其制品-奶粉,102222,驼奶粉（天山牧歌牌）,,100,513,16.7,28.6,47.1
乳类及其制品-奶粉,102223,驼奶粉（旺源牌，全脂驼乳粉）,,100,545,21.3,34.6,37.0
乳类及其制品-奶粉,102301x,儿童配方奶粉（代表值）,,100,454,19.0,17.3,56.1
乳类及其制品-奶粉,102302,儿童配方奶粉（安儿健A+，美赞臣）,,100,428,17.9,11.1,64.0
乳类及其制品-奶粉,102303,儿童配方奶粉（适体健，美赞臣）,,100,417,16.0,9.0,68.0
乳类及其制品-奶粉,102304,儿童配方奶粉（惠氏）,,100,451,17.0,15.0,62.0
乳类及其制品-奶粉,102305,儿童配方奶粉（可淇牌）,,100,457,17.0,17.0,59.0
乳类及其制品-奶粉,102306,儿童配方奶粉（完达山牌）,,100,458,17.0,18.0,57.0
乳类及其制品-奶粉,102307,儿童配方奶粉（贝因美特选幼童配方奶粉4阶段）,,100,473,18.0,19.5,56.6
乳类及其制品-奶粉,102308,儿童配方奶粉（多美滋优阶儿童配方奶粉）,,100,406,19.6,10.0,59.4
乳类及其制品-奶粉,102309,儿童配方奶粉（惠氏金装学儿乐学龄前儿童配方奶粉）,,100,442,17.0,16.0,58.9
乳类及其制品-奶粉,102310,儿童配方奶粉（美素佳儿GOLD金装儿童配方奶粉）,,100,452,25.8,17.0,49.0
乳类及其制品-奶粉,102311,儿童配方奶粉（美赞臣安儿健儿童配方奶粉）,,100,434,20.0,12.0,63.0
乳类及其制品-奶粉,102312,儿童配方奶粉（明治珍爱童儿童配方奶粉）,,100,465,20.0,19.0,53.7
乳类及其制品-奶粉,102313,儿童配方奶粉（欧世蒙牛金装佳智学龄前儿童特殊配方奶粉4阶段）,,100,470,17.9,20.9,52.5
乳类及其制品-奶粉,102314,儿童配方奶粉（雀巢能恩全进口奶源儿童配方奶粉4）,,100,455,22.0,19.0,49.0
乳类及其制品-奶粉,102315,儿童配方奶粉（三元爱益儿童成长配方奶粉）,,100,500,20.0,20.0,60.0
乳类及其制品-奶粉,102316,儿童配方奶粉（完达山4段儿童奶粉）,,100,462,17.1,19.2,55.7
乳类及其制品-奶粉,102317,儿童配方奶粉（完达山金装元乳4段儿童奶粉）,,100,466,17.5,19.8,54.8
乳类及其制品-奶粉,102318,儿童配方奶粉（雪花学生特殊配方奶粉）,,100,461,17.5,19.0,55.0
乳类及其制品-奶粉,102319,儿童配方奶粉（雪花学生营养奶粉）,,100,463,17.8,19.5,54.0
乳类及其制品-奶粉,102320,儿童配方奶粉（雅培金装喜康宝儿童配方奶粉）,,100,444,17.5,15.9,58.1
乳类及其制品-奶粉,102321,儿童配方奶粉（雅士利儿童奶粉）,,100,460,21.6,18.0,53.0
乳类及其制品-奶粉,102322,儿童配方奶粉（伊利儿童配方奶粉）,,100,465,21.0,20.0,50.6
乳类及其制品-奶粉,102323,儿童配方奶粉（伊利金领冠儿童配方奶粉）,,100,467,21.5,20.0,50.6
乳类及其制品-奶粉,102324,儿童配方奶粉（伊利金装儿童配方奶粉）,,100,467,21.5,20.0,50.6
乳类及其制品-奶粉,102325,儿童配方奶粉（伊利学生营养奶粉）,,100,464,18.0,20.0,53.0
乳类及其制品-奶粉,102501x,孕产妇配方奶粉（代表值）,,100,413,22.0,9.8,60.5
乳类及其制品-奶粉,102502,孕产妇配方奶粉（惠氏）,,100,405,16.0,6.8,70.0
乳类及其制品-奶粉,102503,孕产妇配方奶粉（美赞臣）,,100,378,23.3,3.9,62.4
乳类及其制品-奶粉,102504,孕产妇配方奶粉（贝因美冠军宝贝孕妈咪配方奶粉）,,100,425,22.5,12.0,59.0
乳类及其制品-奶粉,102505,孕产妇配方奶粉（贝因美金装爱+孕妈咪配方奶粉）,,100,434,22.5,12.0,59.0
乳类及其制品-奶粉,102506,孕产妇配方奶粉（贝因美金装爱+准妈咪配方奶粉）,,100,426,22.5,10.0,61.5
乳类及其制品-奶粉,102507,孕产妇配方奶粉（多美滋优阶妈妈孕产妇配方奶粉）,,100,360,20.5,2.5,67.4
乳类及其制品-奶粉,102508,孕产妇配方奶粉（飞帆孕产妇配方乳粉）,,100,460,18.0,17.5,57.7
乳类及其制品-奶粉,102509,孕产妇配方奶粉（合生元金装妈妈配方奶粉）,,100,380,27.0,2.8,62.7
乳类及其制品-奶粉,102510,孕产妇配方奶粉（亨氏超金妈妈孕产妇配方奶粉）,,100,398,26.0,8.0,57.0
乳类及其制品-奶粉,102511,孕产妇配方奶粉（惠氏爱儿乐妈妈孕产妇配方奶粉）,,100,406,19.0,6.9,67.0
乳类及其制品-奶粉,102512,孕产妇配方奶粉（美素佳儿GOLD金装妈妈孕产妇配方奶粉）,,100,454,27.0,17.5,47.1
乳类及其制品-奶粉,102513,孕产妇配方奶粉（美赞臣安婴妈妈孕产妇配方奶粉）,,100,383,24.0,4.3,62.0
乳类及其制品-奶粉,102514,孕产妇配方奶粉（雀巢妈妈孕产妇奶粉）,,100,407,20.0,6.5,67.0
乳类及其制品-奶粉,102515,孕产妇配方奶粉（雀巢妈妈孕产妇营养配方奶粉）,,100,402,20.0,6.0,67.0
乳类及其制品-奶粉,102516,孕产妇配方奶粉（三元爱力优妈妈配方奶粉）,,100,438,22.5,13.8,56.3
乳类及其制品-奶粉,102517,孕产妇配方奶粉（圣元优博妈咪孕产妇配方奶粉）,,100,440,22.0,16.0,52.0
乳类及其制品-奶粉,102518,孕产妇配方奶粉（完达山妈咪配方奶粉）,,100,455,22.5,17.5,52.4
乳类及其制品-奶粉,102519,孕产妇配方奶粉（雅培妈妈喜康素金装孕产妇配方奶粉）,,100,367,23.1,2.0,66.0
乳类及其制品-奶粉,102520,孕产妇配方奶粉（雅士利能慧金装孕产妇奶粉）,,100,425,20.6,12.5,59.0
乳类及其制品-奶粉,102521,孕产妇配方奶粉（伊利金领冠妈妈配方奶粉）,,100,456,22.0,14.0,60.9
乳类及其制品-奶粉,102522,孕产妇配方奶粉（伊利孕妇奶粉）,,100,441,22.0,14.0,56.7
乳类及其制品-奶粉,102523,孕产妇配方羊奶粉（美可高特孕产妇配方羊奶粉）,,100,447,22.0,15.5,54.9
乳类及其制品-奶粉,102801x,中老年配方奶粉（代表值）,,100,424,21.8,12.8,55.7
乳类及其制品-奶粉,102802,中老年配方奶粉（可淇牌）,,100,432,18.0,12.0,63.0
乳类及其制品-奶粉,102803,中老年配方奶粉（雀巢）,,100,429,30.0,14.4,44.8
乳类及其制品-奶粉,102804,中老年配方奶粉（森永牌）,,100,418,22.0,10.0,60.0
乳类及其制品-奶粉,102805,中老年配方奶粉（三元爱益中老年配方奶粉）,,100,448,20.0,13.0,63.0
乳类及其制品-奶粉,102806,中老年配方奶粉（雪花中老年特殊配方奶粉）,,100,432,20.0,13.6,58.0
乳类及其制品-奶粉,102807,中老年营养奶粉（雪花中老年营养奶粉）,,100,440,21.0,14.0,58.0
乳类及其制品-奶酪,104001,奶酪［干酪］,Cheese， white， semisoft,100,328,25.7,23.5,3.5
乳类及其制品-奶酪,104002,奶豆腐（脱脂）,Milk curd， skimmed,100,343,53.7,2.5,26.5
乳类及其制品-奶酪,104003,奶豆腐（鲜）,Milk curd， fresh,100,305,46.2,7.8,12.5
乳类及其制品-奶酪,104004,奶疙瘩［奶酪干，干酸奶］,Cheese， milk lump， sour， dried,100,426,55.1,15.0,17.7
乳类及其制品-奶酪,104005,乳酪（契达干酪，普通）,Cheese， Cheddar， ordinary,100,412,25.5,34.4,0.1
乳类及其制品-奶酪,104006,乳酪（契达干酪，脱脂）,Cheese， Cheddar， reduced fat,100,261,31.5,15.0,Tr
乳类及其制品-奶酪,104007,曲拉,"Qula, Cheddar， homemade, crude product",100,356,39.1,2.9,43.4
乳类及其制品-奶酪,104008,乳酪（全脂软酪）,Full fat soft cheese,100,313,8.6,31.0,Tr
乳类及其制品-奶酪,104009,酸酪蛋,Cottage cheese,100,443,40.4,20.4,24.4
乳类及其制品-奶酪,104010,乳酪（羊乳酪）,Feta,100,250,15.6,20.2,1.5
乳类及其制品-奶酪,104011,乳酪（中脂软酪）,Medium fat soft cheese,100,180,9.2,14.5,3.1
乳类及其制品-奶酪,104012,奶酪（光明牌）,,100,348,16.5,28.4,6.5
乳类及其制品-奶酪,104013,奶酪（骑士牌）,,100,386,23.0,25.4,16.3
乳类及其制品-奶酪,104014,低脂奶酪,,100,241,21.6,11.6,12.6
乳类及其制品-奶酪,104015,硬质干酪,,100,411,24.9,34.5,0.1
乳类及其制品-奶酪,104016,奶酪（爱氏晨曦牌，儿童奶酪条）,,100,295,23.9,22.1,Tr
乳类及其制品-奶酪,104017,奶酪（百嘉儿童干酪条）,,100,272,25.0,18.4,1.5
乳类及其制品-奶酪,104018,奶酪（多美鲜牌，欧洲奶油奶酪）,,100,356,13.1,23.4,23.2
乳类及其制品-奶酪,104019,奶酪（天润牌，无限欢酪）,,100,515,3.5,33.0,51.0
乳类及其制品-奶酪,104020,酸奶疙瘩（干，农户家）,,100,446,48.8,18.6,20.9
乳类及其制品-奶酪,104021,酸奶疙瘩（干，市售）,,100,451,31.1,27.6,19.6
乳类及其制品-奶酪,104022,酸奶疙瘩（干，市售，加盐）,,100,383,51.6,11.7,17.8
乳类及其制品-奶酪,104023,酸奶疙瘩（瑞缘牌，中脂特硬质干酪）,,100,456,14.4,22.3,49.5
乳类及其制品-奶酪,104024,酸奶疙瘩（新鲜）,,100,275,18.6,16.8,12.4
乳类及其制品-液态乳,101101x,纯牛奶（代表值，全脂）,Milk，pasteurized,100,65,3.3,3.6,4.9
乳类及其制品-液态乳,101102,纯牛奶（全脂，美国牛）,Milk，full fat，American breed,100,59,2.9,3.2,4.6
乳类及其制品-液态乳,101104,纯牛奶（全脂，德国牛）,Milk，full fat，German breed,100,60,3.1,3.0,5.1
乳类及其制品-液态乳,101105,纯牛奶（全脂，光明牌）,,100,61,3.1,3.2,5.0
乳类及其制品-液态乳,101106,纯牛奶（全脂，乐百氏牌）,,100,67,3.3,3.8,4.8
乳类及其制品-液态乳,101107,纯牛奶（全脂，帕玛拉特牌）,,100,61,3.0,3.1,5.3
乳类及其制品-液态乳,101108,纯牛奶（全脂，三元牌）,,100,69,3.4,3.9,5.1
乳类及其制品-液态乳,101109,纯牛奶（全脂，完达山牌）,,100,60,2.9,3.2,4.9
乳类及其制品-液态乳,101110,纯牛奶（全脂，龙丹牌）,,100,66,2.9,3.8,5.1
乳类及其制品-液态乳,101111,纯牛奶（全脂，蒙牛牌）,,100,67,3.1,3.7,5.3
乳类及其制品-液态乳,101112,纯牛奶（全脂，新南洋牌）,,100,67,3.1,3.8,5.1
乳类及其制品-液态乳,101113,纯牛奶（全脂，帕玛拉特）,,100,61,2.9,3.2,5.1
乳类及其制品-液态乳,101114,纯牛奶（全脂，伊利牌）,,100,68,3.2,3.7,5.4
乳类及其制品-液态乳,101122,纯牛奶（全脂，爱尔兰金凯利全脂牛奶）,,100,62,3.2,3.6,4.1
乳类及其制品-液态乳,101123,纯牛奶（全脂，澳大利亚澳田纯牛奶）,,100,62,3.6,3.5,3.9
乳类及其制品-液态乳,101124,纯牛奶（全脂，比利时纯牧牛奶）,,100,61,3.5,3.4,4.0
乳类及其制品-液态乳,101125,纯牛奶（全脂，波兰美波全脂纯牛奶）,,100,75,3.2,3.4,7.8
乳类及其制品-液态乳,101126,纯牛奶（全脂，丹麦爱氏晨曦有机全脂牛奶）,,100,67,3.5,3.6,5.2
乳类及其制品-液态乳,101127,纯牛奶（全脂，德国爱氏晨曦纯牛奶）,,100,68,3.4,3.6,5.5
乳类及其制品-液态乳,101128,纯牛奶（全脂，德国甘蒂牧场纯牛奶）,,100,64,3.3,3.6,4.7
乳类及其制品-液态乳,101129,纯牛奶（全脂，法国得乐思全脂牛奶）,,100,64,3.7,3.6,4.3
乳类及其制品-液态乳,101130,纯牛奶（全脂，光明纯牛奶）,,100,60,3.4,3.4,4.0
乳类及其制品-液态乳,101131,纯牛奶（全脂，光明优+高品质纯牛奶）,,100,67,3.6,3.8,4.5
乳类及其制品-液态乳,101132,纯牛奶（全脂，广泽澳醇纯牛奶）,,100,63,3.5,3.6,4.1
乳类及其制品-液态乳,101133,纯牛奶（全脂，花园牌）,,100,57,2.9,3.3,4.0
乳类及其制品-液态乳,101134,纯牛奶（全脂，辉山纯牛奶）,,100,66,3.5,3.7,4.7
乳类及其制品-液态乳,101135,纯牛奶（全脂，龙丹松花江牧场纯牛奶）,,100,67,3.6,3.7,4.8
乳类及其制品-液态乳,101136,纯牛奶（全脂，麦趣尔牌）,,100,61,2.9,3.1,5.3
乳类及其制品-液态乳,101137,纯牛奶（全脂，蒙牛纯牛奶）,,100,67,3.4,3.8,4.7
乳类及其制品-液态乳,101138,纯牛奶（全脂，蒙牛特仑苏有机纯牛奶）,,100,69,3.4,4.0,4.9
乳类及其制品-液态乳,101139,纯牛奶（全脂，明治醇壹高温杀菌乳）,,100,67,3.6,3.7,4.8
乳类及其制品-液态乳,101140,纯牛奶（全脂，瑞士艾美全脂牛奶）,,100,70,3.2,3.5,6.4
乳类及其制品-液态乳,101141,纯牛奶（全脂，圣牧有机纯牛奶）,,100,74,3.5,4.1,5.7
乳类及其制品-液态乳,101142,纯牛奶（全脂，天润牌浓缩纯奶）,,100,67,3.2,3.5,5.7
乳类及其制品-液态乳,101143,纯牛奶（全脂，完达山纯牛奶）,,100,66,3.5,4.2,3.6
乳类及其制品-液态乳,101144,纯牛奶（全脂，西域春牌）,,100,59,2.9,3.1,4.8
乳类及其制品-液态乳,101145,纯牛奶（全脂，夏进纯牛奶）,,100,63,3.5,3.5,4.4
乳类及其制品-液态乳,101146,纯牛奶（全脂，现代牧业纯牛奶）,,100,66,3.3,3.6,5.1
乳类及其制品-液态乳,101147,纯牛奶（全脂，新希望复原乳）,,100,63,3.0,3.6,4.6
乳类及其制品-液态乳,101148,纯牛奶（全脂，新希望千岛湖牧场纯牛奶）,,100,62,3.2,3.5,4.3
乳类及其制品-液态乳,101149,纯牛奶（全脂，伊利纯牛奶）,,100,66,3.4,3.9,4.2
乳类及其制品-液态乳,101150,纯牛奶（全脂，伊利金典有机纯牛奶）,,100,73,3.5,4.1,5.4
乳类及其制品-液态乳,101151,纯牛奶（全脂，意大利培兰全脂纯牛奶）,,100,63,3.5,3.6,4.2
乳类及其制品-液态乳,101152,纯牛奶（低脂，帕玛拉特）,,100,43,2.9,1.3,5.0
乳类及其制品-液态乳,101152x,纯牛奶（代表值，低脂）,,100,47,3.5,1.5,4.8
乳类及其制品-液态乳,101153,纯牛奶（低脂，澳大利亚德运部分脱脂纯牛奶）,,100,51,3.3,2.0,5.0
乳类及其制品-液态乳,101154,纯牛奶（低脂，德国艾德牧牌部分脱脂纯牛奶）,,100,45,3.5,1.7,3.8
乳类及其制品-液态乳,101155,纯牛奶（低脂，蒙牛特仑苏低脂牛奶）,,100,48,3.8,1.3,5.2
乳类及其制品-液态乳,101156,纯牛奶（低脂，明治醇壹低脂肪高温杀菌乳）,,100,46,3.6,1.2,5.2
乳类及其制品-液态乳,101157,纯牛奶（低脂，新西兰安佳低脂牛奶）,,100,51,3.8,1.5,5.5
乳类及其制品-液态乳,101158,纯牛奶（低脂，新西兰恒天然田园低脂牛奶）,,100,45,3.7,1.7,3.8
乳类及其制品-液态乳,101159,纯牛奶（低脂，伊利金典低脂奶）,,100,48,3.7,1.3,5.4
乳类及其制品-液态乳,101160,纯牛奶（低脂，意大利皮尔蒙特低脂牛奶）,,100,45,3.4,1.4,4.6
乳类及其制品-液态乳,101161,纯牛奶（脱脂，帕玛拉特）,,100,33,2.9,0.2,4.8
乳类及其制品-液态乳,101161x,纯牛奶（代表值，脱脂）,,100,34,3.5,0.3,4.6
乳类及其制品-液态乳,101162,纯牛奶（脱脂，澳大利亚澳田脱脂牛奶）,,100,35,3.7,0.3,4.3
乳类及其制品-液态乳,101163,纯牛奶（脱脂，丹麦爱氏晨曦脱脂纯牛奶）,,100,39,3.5,0.3,5.5
乳类及其制品-液态乳,101164,纯牛奶（脱脂，德国甘蒂牧场脱脂牛奶）,,100,34,3.3,0.5,4.0
乳类及其制品-液态乳,101165,纯牛奶（脱脂，新西兰安佳轻欣脱脂牛奶）,,100,32,3.9,0.0,4.2
乳类及其制品-液态乳,101166,调制乳（全脂，强化VA，VD）,,100,51,2.7,2.0,5.6
乳类及其制品-液态乳,101167,调制乳（全脂，草莓味，卡夫牌）,,100,79,2.7,3.0,10.3
乳类及其制品-液态乳,101168,调制乳（全脂，巧克力味，卡夫牌）,,100,80,2.8,3.2,10.0
乳类及其制品-液态乳,101169,调制乳（全脂，巧克力味，三元牌）,,100,74,2.3,2.8,9.9
乳类及其制品-液态乳,101170,调制乳（全脂，学生奶）,,100,66,2.6,2.6,8.1
乳类及其制品-液态乳,101171,调制乳（全脂，龙丹益醇核桃牛奶）,,100,62,2.5,2.8,6.6
乳类及其制品-液态乳,101172,调制乳（全脂，蒙牛特仑苏醇纤牛奶）,,100,72,3.4,4.0,5.5
乳类及其制品-液态乳,101173,调制乳（全脂，蒙牛珍养型零乳糖牛奶）,,100,60,3.0,3.5,4.0
乳类及其制品-液态乳,101174,调制乳（全脂，完达山臻醇牛奶）,,100,69,3.4,3.7,5.4
乳类及其制品-液态乳,101175,调制乳（全脂，旺仔复原乳牛奶）,,100,74,2.5,2.6,10.1
乳类及其制品-液态乳,101176,调制乳（全脂，夏进炼乳牛奶）,,100,71,2.5,3.1,8.2
乳类及其制品-液态乳,101177,调制乳（全脂，新西兰安佳原味进口儿童牛奶）,,100,70,3.6,3.5,5.9
