category,foodCode,foodName,englishName,edible,energyKCal,protein,fat,CHO
蔬菜类及其制品-嫩茎叶花菜类,045302,菠菜（脱水）,"Spinach, dehydrated",100,308,6.4,0.6,75.7
蔬菜类及其制品-嫩茎叶花菜类,045303,冬寒菜（鲜）［冬苋菜，冬葵］,Mallow,58,34,3.9,0.4,4.9
蔬菜类及其制品-嫩茎叶花菜类,045305,胡萝卜缨（红，鲜）,Carrot leaf,100,48,1.7,0.4,11.3
蔬菜类及其制品-嫩茎叶花菜类,045306,苦菜［节节花，拒马菜］,Common sowthistle,100,46,2.8,0.6,10.0
蔬菜类及其制品-嫩茎叶花菜类,045307,萝卜缨（白）,"Radish leaf, white root",100,17,2.6,0.3,1.7
蔬菜类及其制品-嫩茎叶花菜类,045308,萝卜缨（青）,"Radish leaf, green root",100,38,3.1,0.1,7.6
蔬菜类及其制品-嫩茎叶花菜类,045309,萝卜缨（小萝卜）,"Radish leaf, red root, small",93,23,1.6,0.3,4.1
蔬菜类及其制品-嫩茎叶花菜类,045310,落葵［木耳菜，软浆菜］,"Vinespinach, red",76,23,1.6,0.3,4.3
蔬菜类及其制品-嫩茎叶花菜类,045312,芹菜茎,Celery stem,67,22,1.2,0.2,4.5
蔬菜类及其制品-嫩茎叶花菜类,045313,芹菜叶（鲜）,Celery leaf,100,35,2.6,0.6,5.9
蔬菜类及其制品-嫩茎叶花菜类,045316,甜菜叶（鲜）,Beta vulgaris,100,22,1.8,0.1,4.0
蔬菜类及其制品-嫩茎叶花菜类,045317,香菜（鲜）［芫荽］,Coriander leaf,81,33,1.8,0.4,6.2
蔬菜类及其制品-嫩茎叶花菜类,045318,香菜（脱水）,"Coriander leaf, dehydrated",100,310,7.4,1.3,71.2
蔬菜类及其制品-嫩茎叶花菜类,045319,苋菜（绿，鲜）,"Amaranth, pale green",74,30,2.8,0.3,5.0
蔬菜类及其制品-嫩茎叶花菜类,045320,苋菜（紫，鲜）［红苋］,"Amaranth, purple",73,35,2.8,0.4,5.9
蔬菜类及其制品-嫩茎叶花菜类,045321,茼蒿（鲜）［蓬蒿菜，艾菜］,"Chrysanthemum crown daisy, greens",82,24,1.9,0.3,3.9
蔬菜类及其制品-嫩茎叶花菜类,045322,茴香（鲜）［小茴香］,Fennel,86,27,2.5,0.4,4.2
蔬菜类及其制品-嫩茎叶花菜类,045323,荠菜（鲜）［蓟菜，菱角菜］,Shepherd's purse,88,31,2.9,0.4,4.7
蔬菜类及其制品-嫩茎叶花菜类,045324,莴笋（鲜）［莴苣］,Lettuce stem,62,15,1.0,0.1,2.8
蔬菜类及其制品-嫩茎叶花菜类,045327,番杏［新西兰菠菜、夏菠菜］,"Common tetragonia, raw",100,15,1.8,0.1,3.1
蔬菜类及其制品-嫩茎叶花菜类,045328,樱桃萝卜缨,"Cherry radish leaf and stem, raw",100,14,2.0,0.1,2.7
蔬菜类及其制品-嫩茎叶花菜类,045329,白凤菜,"Green Gynura, raw",100,16,1.6,0.2,4.0
蔬菜类及其制品-嫩茎叶花菜类,045330,紫背天葵［红风菜、血皮菜］,"Gynura, raw",100,18,1.9,—,3.8
蔬菜类及其制品-嫩茎叶花菜类,045331,芹菜（茎）［旱芹，药芹］,"Chinese celery stem, raw",100,13,0.4,0.2,3.1
蔬菜类及其制品-嫩茎叶花菜类,045332,西芹［西洋芹菜，美芹］,"Celery stem, raw",85,17,0.6,0.1,4.8
蔬菜类及其制品-嫩茎叶花菜类,045333,生菜［叶用莴苣］,"Endive lettuce, curl leafed, raw",94,12,1.6,0.4,1.1
蔬菜类及其制品-嫩茎叶花菜类,045334,油麦菜,"Romaine lettuce, raw",81,12,1.1,0.4,2.1
蔬菜类及其制品-嫩茎叶花菜类,045335,叶甜菜（白梗）,"Beta cicla, raw",100,13,1.6,0.1,2.8
蔬菜类及其制品-嫩茎叶花菜类,045336,莴笋叶［莴苣菜］,"Lettuce, leaf, raw",100,15,1.0,0.2,2.9
蔬菜类及其制品-嫩茎叶花菜类,045337,蕹菜［空心菜、藤藤菜］,"Water spinach, raw",100,19,2.2,0.2,4.0
蔬菜类及其制品-嫩茎叶花菜类,045338,观达菜［根达菜、牛皮菜］,"Swiss chard, leaf and stem, raw",100,23,1.9,0.3,4.5
蔬菜类及其制品-嫩茎叶花菜类,045339,球茎茴香［甜茴香、意大利茴香］,"Anise, raw",70,17,1.2,Tr,4.7
蔬菜类及其制品-嫩茎叶花菜类,045401,竹笋（鲜）,"Bamboo shoot, whole",63,23,2.6,0.2,3.6
蔬菜类及其制品-嫩茎叶花菜类,045402,白笋（干）,"bamboo shoot , dried",64,282,26.0,4.0,57.1
蔬菜类及其制品-嫩茎叶花菜类,045403,鞭笋（鲜）［马鞭笋］,Summer bamboo shoot,45,24,2.6,Tr,6.7
蔬菜类及其制品-嫩茎叶花菜类,045404,春笋（鲜）,Spring bamboo shoot,66,25,2.4,0.1,5.1
蔬菜类及其制品-嫩茎叶花菜类,045405,冬笋（鲜）,Winter bamboo shoot,39,42,4.1,0.1,6.5
蔬菜类及其制品-嫩茎叶花菜类,045406,黑笋（干）,"bamboo shoot, dried",76,268,17.6,2.4,57.5
蔬菜类及其制品-嫩茎叶花菜类,045407,毛笋（鲜）［毛竹笋］,baby bamboo shoot,67,23,2.2,0.2,3.8
蔬菜类及其制品-嫩茎叶花菜类,045408,玉兰片,"Bamboo shoot, sliced, soaked in water",100,66,2.6,0.4,18.6
蔬菜类及其制品-嫩茎叶花菜类,045409,百合（鲜）,Lily,82,166,3.2,0.1,38.8
蔬菜类及其制品-嫩茎叶花菜类,045411,百合（脱水）,"Lily, dehydrated",100,346,8.1,0.1,79.1
蔬菜类及其制品-嫩茎叶花菜类,045412,金针菜（鲜）［黄花菜］,Daylily flower,98,214,19.4,1.4,34.9
蔬菜类及其制品-嫩茎叶花菜类,045413,菊苣,"Endive, Chicory",100,19,1.3,0.2,3.4
蔬菜类及其制品-嫩茎叶花菜类,045415,芦笋（绿）［石刁柏、龙须菜］,Asparagus stem，raw,90,19,2.6,0.1,3.3
蔬菜类及其制品-嫩茎叶花菜类,045416,芦笋（紫）,Asparagus stem，purple，raw,93,22,2.7,0.2,3.4
蔬菜类及其制品-嫩茎叶花菜类,045417,结球菊苣（红）,Radicchio Chicory，red，raw,89,17,1.8,0.2,3.4
蔬菜类及其制品-嫩茎叶花菜类,045418,软化白菊苣,Chicory witloof，raw,97,17,1.5,0.2,3.1
蔬菜类及其制品-嫩茎叶花菜类,045419,穿心莲,Andrographis paniculata，leaf,100,17,1.7,—,2.5
蔬菜类及其制品-嫩茎叶花菜类,045420,红薯叶,Sweet potato leaves,100,27,3.1,Tr,5.1
蔬菜类及其制品-嫩茎叶花菜类,045421,南瓜藤,Pumpkin Tender leaves,100,17,1.7,0.0,3.2
蔬菜类及其制品-嫩茎叶花菜类,045422,三七尖,Sanqi Tender leaves,100,21,2.3,0.2,4.0
蔬菜类及其制品-嫩茎叶花菜类,045423,棠梨花,Tangli flower,100,58,3.5,0.8,9.1
蔬菜类及其制品-嫩茎叶花菜类,045424,洋丝瓜苗,Towel gourd green shoots,81,29,4.4,0.3,2.2
蔬菜类及其制品-根菜类,041101,白萝卜（鲜）［莱菔］,Radish，white skin and flesh，raw,95,16,0.7,0.1,4.0
蔬菜类及其制品-根菜类,041102,卞萝卜［红皮萝卜］,Radish，red skin and white flesh，round，raw,96,18,0.8,0.1,4.2
蔬菜类及其制品-根菜类,041103,红旦旦萝卜［樱桃萝卜，小水萝卜］,Radish，red skin,95,19,0.8,Tr,4.3
蔬菜类及其制品-根菜类,041104,红萝卜［卞萝卜］,Red radish,97,22,1.0,0.1,4.6
蔬菜类及其制品-根菜类,041105,红心萝卜［心里美］,Radish，red flesh,94,41,1.2,Tr,9.8
蔬菜类及其制品-根菜类,041106,花叶萝卜,radish，Petal leaf,85,48,1.2,0.1,11.5
蔬菜类及其制品-根菜类,041108,水萝卜［脆萝卜］,Radish，Chinese,93,22,0.8,Tr,5.5
蔬菜类及其制品-根菜类,041109,小水萝卜［算盘子，红皮萝卜］,Radish，small，red skin,66,21,1.1,0.2,4.2
蔬菜类及其制品-根菜类,041110,红心萝卜［心里美］,*Beautiful heart *radish，red flesh and green skin,88,23,0.8,0.2,4.9
蔬菜类及其制品-根菜类,041112,白萝卜（圆）,Radish，white skin and flesh，round，raw,94,16,0.7,0.2,3.6
蔬菜类及其制品-根菜类,041113,青萝卜,Radish，green skin and flesh，raw,95,29,1.2,0.2,6.9
蔬菜类及其制品-根菜类,041115,樱桃萝卜,Cherry radish，raw,46,12,0.9,0.1,3.0
蔬菜类及其制品-根菜类,041201,胡萝卜（红）［金笋，丁香萝卜］,Carrot，red,96,39,1.0,0.2,8.8
蔬菜类及其制品-根菜类,041202,胡萝卜（黄）,Carrot，yellow,97,46,1.4,0.2,10.2
蔬菜类及其制品-根菜类,041203,胡萝卜（脱水）,Carrot，dehydrated,100,333,4.2,1.9,77.9
蔬菜类及其制品-根菜类,041204,胡萝卜,Carrot，yellow，raw,97,32,1.0,0.2,8.1
蔬菜类及其制品-根菜类,041301,芥菜头［大头菜，水芥］,Horseradish,83,36,1.9,0.2,7.4
蔬菜类及其制品-根菜类,041302,苤蓝［玉蔓菁，球茎甘蓝，大头菜］,Kohlrabi,78,32,1.3,0.2,7.0
蔬菜类及其制品-根菜类,041401,甜菜根（鲜）［甜菜头，糖萝卜］,Beetroot,90,87,1.0,0.1,23.5
蔬菜类及其制品-根菜类,041402,根芹［根洋芹、球根塘蒿］,Celeriac，raw,67,38,2.2,0.1,10.0
蔬菜类及其制品-根菜类,041403,紫菜头,Garden beet，purple skin and flesh，raw,89,42,1.8,0.2,10.6
蔬菜类及其制品-水生蔬菜类,046001,慈姑（鲜）［乌芋，白地果］,Arrowhead,89,97,4.6,0.2,19.9
蔬菜类及其制品-水生蔬菜类,046002,豆瓣菜（鲜）［西洋菜，水田芥］,Watercress,73,20,2.9,0.5,1.5
蔬菜类及其制品-水生蔬菜类,046003,菱角（老，鲜）［龙角］,Water caltrop,57,101,4.5,0.1,21.4
蔬菜类及其制品-水生蔬菜类,046005,蒲菜（鲜）［香蒲，甘蒲，野茭白］,Cattail,12,14,1.2,0.1,2.4
蔬菜类及其制品-水生蔬菜类,046006,水芹菜,Water celery,60,13,1.4,0.2,1.8
蔬菜类及其制品-水生蔬菜类,046007,茭白（鲜）［茭笋，茭粑］,Water bamboo,74,26,1.2,0.2,5.9
蔬菜类及其制品-水生蔬菜类,046008,荸荠（鲜）［马蹄，地栗］,Water chestnut,78,61,1.2,0.2,14.2
蔬菜类及其制品-水生蔬菜类,046009,莼菜（瓶装）［花案菜］,"Walershie, bottled",100,21,1.4,0.1,3.8
蔬菜类及其制品-水生蔬菜类,046010,藕［莲藕］,"Lotus root, raw",88,47,1.2,0.2,11.5
蔬菜类及其制品-水生蔬菜类,046011,红菱,,54,165,5.7,0.3,40.9
蔬菜类及其制品-茄果瓜菜类,043101x,茄子（代表值）,Eggplant,93,23,1.1,0.2,4.9
蔬菜类及其制品-茄果瓜菜类,043102,茄子（绿皮）,"Eggplant, long, pale green skin",90,28,1.0,0.6,5.2
蔬菜类及其制品-茄果瓜菜类,043103,茄子（圆）,"Eggplant, round",95,32,1.6,0.2,6.7
蔬菜类及其制品-茄果瓜菜类,043106,番茄（整个，罐头）,"Tomato, whole, canned",100,22,2.0,0.6,2.6
蔬菜类及其制品-茄果瓜菜类,043107,奶柿子［西红柿］,"Tomato, oval",100,14,0.6,0.1,3.2
蔬菜类及其制品-茄果瓜菜类,043108,辣椒（红，尖，干）,"Hot pepper, red, sharp top, dried",88,295,15.0,12.0,52.7
蔬菜类及其制品-茄果瓜菜类,043109,辣椒（红，小）,"Hot pepper, red, small",80,38,1.3,0.4,8.9
蔬菜类及其制品-茄果瓜菜类,043112,甜椒（脱水）,"Sweet pepper, dehydrated",100,324,7.6,0.4,76.6
蔬菜类及其制品-茄果瓜菜类,043113,葫子,Hispid bottle gourd,85,29,0.7,0.1,6.8
蔬菜类及其制品-茄果瓜菜类,043115,茄子（白皮、长）,"Eggplant, long, white skin, raw",97,21,1.3,0.1,5.5
蔬菜类及其制品-茄果瓜菜类,043116,茄子（紫皮、长）,"Eggplant, long, dark purple skin, raw",95,18,1.1,0.1,4.8
蔬菜类及其制品-茄果瓜菜类,043117,茄子（紫皮、圆）,"Eggplant, round, dark purple skin, raw",98,23,0.8,0.2,5.3
蔬菜类及其制品-茄果瓜菜类,043118,香瓜茄,"Pepino, raw",96,21,0.6,Tr,5.5
蔬菜类及其制品-茄果瓜菜类,043119,番茄［西红柿］,"Tomato, raw",97,15,0.9,0.2,3.3
蔬菜类及其制品-茄果瓜菜类,043120,樱桃番茄［小西红柿］,"Cherry tomato, raw",98,25,1.0,0.2,5.8
蔬菜类及其制品-茄果瓜菜类,043121,辣椒（小红尖辣椒）,"Chilli or hot pepper, red, small, raw",89,62,4.1,0.4,17.7
蔬菜类及其制品-茄果瓜菜类,043122,辣椒（小红尖辣椒、干）,"Chilli or hot pepper, red, small, raw, dried",88,298,15.4,12.0,57.4
蔬菜类及其制品-茄果瓜菜类,043123,辣椒（青、尖）,"Chilli or hot pepper, green, pointed tip, raw",91,22,0.8,0.3,5.2
蔬菜类及其制品-茄果瓜菜类,043124,甜椒［灯笼椒、柿子椒］,"Pepper or capsicum, sweet, green, raw",82,18,1.0,0.2,3.8
蔬菜类及其制品-茄果瓜菜类,043125,彩椒,"Pepper or capsicum, sweet, red, yellow or purple etc., raw",83,26,1.3,0.2,6.4
蔬菜类及其制品-茄果瓜菜类,043126,秋葵［黄秋葵、羊角豆］,"Okra, raw",98,25,1.8,0.2,6.2
蔬菜类及其制品-茄果瓜菜类,043201,白瓜,"Conomon, white skin",83,12,0.9,—,2.6
蔬菜类及其制品-茄果瓜菜类,043202,菜瓜［生瓜，白瓜］,"Conomon, white skin",88,19,0.6,0.2,3.9
蔬菜类及其制品-茄果瓜菜类,043204,方瓜,Pumpkin,82,14,0.8,Tr,3.1
蔬菜类及其制品-茄果瓜菜类,043205,佛手瓜［棒瓜，菜肴梨］,Chayote,100,18,1.2,0.1,3.8
蔬菜类及其制品-茄果瓜菜类,043206,葫芦［长瓜，蒲瓜，瓠瓜］,Calabash,87,16,0.7,0.1,3.5
蔬菜类及其制品-茄果瓜菜类,043207,葫芦条（干）,"Calabash strip, dried",100,256,4.3,1.8,64.6
蔬菜类及其制品-茄果瓜菜类,043208,黄瓜（鲜）［胡瓜］,Cucumber,92,16,0.8,0.2,2.9
蔬菜类及其制品-茄果瓜菜类,043209,节瓜［毛瓜］,Wax gourd,92,14,0.6,0.1,3.4
蔬菜类及其制品-茄果瓜菜类,043210,金瓜,Spaghetti squash,82,15,0.5,0.1,3.4
蔬菜类及其制品-茄果瓜菜类,043211,金丝瓜［裸瓣瓜］,Cochinchina gymnopetalum,80,38,3.3,2.0,2.2
蔬菜类及其制品-茄果瓜菜类,043212,苦瓜（鲜）［凉瓜，癞瓜］,"Balsampear, bitter melon",81,22,1.0,0.1,4.9
蔬菜类及其制品-茄果瓜菜类,043213,南瓜（鲜）［倭瓜，番瓜］,Pumpkin,85,23,0.7,0.1,5.3
蔬菜类及其制品-茄果瓜菜类,043214,南瓜粉,Pumpkin meal,100,343,7.1,2.1,79.6
蔬菜类及其制品-茄果瓜菜类,043215,蛇瓜［蛇豆，大豆角］,Serpent gourd,89,18,1.5,0.1,3.9
蔬菜类及其制品-茄果瓜菜类,043217,笋瓜［生瓜］,Winter squash,91,13,0.5,—,3.1
蔬菜类及其制品-茄果瓜菜类,043218,西葫芦,"Zucchini, green, summer squash",73,19,0.8,0.2,3.8
蔬菜类及其制品-茄果瓜菜类,043219,面西胡瓜,"Summer squash, yellow",88,10,0.8,Tr,1.8
蔬菜类及其制品-茄果瓜菜类,043220,小西胡瓜,"Summer squash, green",79,22,0.7,0.1,4.8
蔬菜类及其制品-茄果瓜菜类,043221,冬瓜,"Chinese wax gourd or winter melon, raw",80,10,0.3,0.2,2.4
蔬菜类及其制品-茄果瓜菜类,043222,飞碟瓜,"Scallop squash, raw",91,18,1.0,0.1,4.4
蔬菜类及其制品-茄果瓜菜类,043223,黄金西葫芦,"Zucchini, Golden, raw",91,17,1.8,0.1,3.6
蔬菜类及其制品-茄果瓜菜类,043224,黄茎瓜［小南瓜］,"Calabaza, raw",100,19,1.2,0.9,2.0
蔬菜类及其制品-茄果瓜菜类,043225,迷你黄瓜［荷兰乳黄瓜］,"Mini cucumber, raw",92,14,1.0,0.2,2.5
蔬菜类及其制品-茄果瓜菜类,043226,秋黄瓜［旱黄瓜］,"Cucumber, *Autumn*, raw",92,14,0.9,0.2,2.5
蔬菜类及其制品-茄果瓜菜类,043227,南瓜（栗面）,"Pumpkin, raw",74,36,1.4,0.1,8.8
蔬菜类及其制品-茄果瓜菜类,043228,丝瓜,"Sponge gourd, raw",83,20,1.3,0.2,4.0
蔬菜类及其制品-葱蒜类,044101,大蒜（白皮，鲜）［蒜头］,Garlic bulb,85,128,4.5,0.2,27.6
蔬菜类及其制品-葱蒜类,044102,大蒜（脱水）,Garlic bulb，dehydrated,100,348,13.2,0.3,75.4
蔬菜类及其制品-葱蒜类,044103,大蒜（紫皮，鲜）［蒜头］,Garlic bulb，purple skin,89,139,5.2,0.2,29.6
蔬菜类及其制品-葱蒜类,044104,青蒜（青葱）,Leeks，young leaf,84,34,2.4,0.3,6.2
蔬菜类及其制品-葱蒜类,044105,蒜黄（黄色）,Garlic greens，yellow leaf,97,24,2.5,0.2,3.8
蔬菜类及其制品-葱蒜类,044106,蒜苗（绿色，青蒜）,Garlic stalk,82,40,2.1,0.4,8.0
蔬菜类及其制品-葱蒜类,044107,蒜薹（圆）,Garlic scapes,90,66,2.0,0.1,15.4
蔬菜类及其制品-葱蒜类,044202,大葱（红皮）,Scallion，red skin,68,49,2.4,0.1,10.2
蔬菜类及其制品-葱蒜类,044203,分葱［四季葱，菜葱］,Fistular onion，chire,100,34,2.2,0.7,5.1
蔬菜类及其制品-葱蒜类,044205,葱（小葱，鲜）,Scallion，spring onion,73,27,1.6,0.4,4.9
蔬菜类及其制品-葱蒜类,044206,大葱,Scallion，raw，Green chinese onion,82,28,1.6,0.3,5.8
蔬菜类及其制品-葱蒜类,044207,细香葱［香葱、四季葱］,Chive，raw,89,28,1.4,0.3,6.6
蔬菜类及其制品-葱蒜类,044301,洋葱（鲜）［葱头］,Onion bulb,90,40,1.1,0.2,9.0
蔬菜类及其制品-葱蒜类,044302,洋葱（白皮，脱水）,Onion bulb，white skin，dehydrated,100,342,5.5,0.4,81.9
蔬菜类及其制品-葱蒜类,044303,洋葱（紫皮，脱水）,Onion bulb，purple skin，dehydrated,100,339,6.9,0.4,80.6
蔬菜类及其制品-葱蒜类,044402,韭黄（韭芽，黄色）,Chives，yellow,88,24,2.3,0.2,3.9
蔬菜类及其制品-葱蒜类,044403,韭薹,Chives flowering stalk,85,37,2.2,0.1,7.8
蔬菜类及其制品-葱蒜类,044404,韭菜,Chinese chive，raw,90,25,2.4,0.4,4.5
蔬菜类及其制品-葱蒜类,044501,薤［皎头］,Longstamen onion bulb,—,1,—,—,—
蔬菜类及其制品-葱蒜类,044502,薤白（鲜）［小根蒜，山蒜，团蒜］,Longstamen onion bulb,100,124,3.4,0.4,27.1
蔬菜类及其制品-薯芋类,047101,大薯（鲜）［参薯］,Winged yam,74,108,2.1,0.2,24.9
蔬菜类及其制品-薯芋类,047102,豆薯（鲜）［凉薯，地瓜，沙葛］,Yambean,91,56,0.9,0.1,13.4
蔬菜类及其制品-薯芋类,047103,葛（鲜）［葛薯，粉葛］,Kudzu,90,150,2.2,0.2,36.1
蔬菜类及其制品-薯芋类,047104,山药（鲜）［薯蓣，大薯］,Yam,83,57,1.9,0.2,12.4
蔬菜类及其制品-薯芋类,047105,山药（干）,Yam，dried,100,327,9.4,1.0,70.8
蔬菜类及其制品-薯芋类,047202,槟榔芋（鲜）,Taro，*Binglang*,87,90,3.0,0.1,19.7
蔬菜类及其制品-薯芋类,047203,芋头［芋艿、毛芋］,Taro，raw,88,56,1.3,0.2,12.7
蔬菜类及其制品-薯芋类,047204,芋头（煮）,Taro，boiled,100,60,2.9,0.1,13.0
蔬菜类及其制品-薯芋类,047301,姜（鲜）［黄姜］,Ginger,95,46,1.3,0.6,10.3
蔬菜类及其制品-薯芋类,047302,姜（干）,Ginger，dried,95,308,9.1,5.7,64.0
蔬菜类及其制品-薯芋类,047303,姜（子姜，鲜）［嫩姜］,Ginger，young,82,21,0.7,0.6,3.7
蔬菜类及其制品-薯芋类,047304,洋姜（鲜）［菊芋，鬼子姜］,Jerusalem artichoke,100,64,2.4,Tr,15.8
蔬菜类及其制品-野生蔬菜类,048001,艾蒿,Moxa,100,—,—,—,3.6
蔬菜类及其制品-野生蔬菜类,048002,白花菜,Common spiderflower,100,—,—,—,0.0
蔬菜类及其制品-野生蔬菜类,048003,白花桔梗,Balloonflower,100,—,—,—,—
蔬菜类及其制品-野生蔬菜类,048004,白沙蒿（鲜）［沙蒿］,Ciliatescale wormwood,100,56,4.3,0.9,8.5
蔬菜类及其制品-野生蔬菜类,048005,白沙蒿子（干）［沙蒿子］,Ciliatescale wormwood seeds,100,412,27.9,15.1,41.0
蔬菜类及其制品-野生蔬菜类,048006,白薯叶（鲜）［甘薯叶］,Hispid yam leaf,100,60,4.8,0.7,9.0
蔬菜类及其制品-野生蔬菜类,048007,百里香（鲜）,Thyme,100,—,—,—,—
蔬菜类及其制品-野生蔬菜类,048008,败酱（鲜）［胭脂麻］,Whiteflower patrinia,100,69,1.5,1.0,17.3
蔬菜类及其制品-野生蔬菜类,048009,扁蓄菜（鲜）［竹节草］,Common knotgrass,100,75,6.0,0.6,12.4
蔬菜类及其制品-野生蔬菜类,048010,朝鲜蓟（鲜）,Artichokes,100,54,2.7,0.2,10.9
蔬菜类及其制品-野生蔬菜类,048011,刺儿菜（鲜）［小蓟，蓟蓟菜］,Common cephalanoplos,100,42,4.5,0.4,5.9
蔬菜类及其制品-野生蔬菜类,048012,刺楸（鲜）,Septemlobate kalopanax,100,—,—,—,—
蔬菜类及其制品-野生蔬菜类,048013,达乌里胡枝子（鲜）［牛枝子，豆豆苗］,Dahurian bushclover,100,117,7.0,1.0,23.1
蔬菜类及其制品-野生蔬菜类,048014,达乌里胡枝子子（鲜）［牛枝子子，豆豆苗子］,Dahurian bushclover seeds,100,367,36.8,8.3,41.7
蔬菜类及其制品-野生蔬菜类,048015,大玻璃草叶（鲜）［大车前］,Rippleseed plantain,100,49,4.4,0.3,8.8
蔬菜类及其制品-野生蔬菜类,048016,大巢菜（鲜）［野苕子，野豌豆］,Giant vetch,100,63,3.8,0.5,13.6
蔬菜类及其制品-野生蔬菜类,048017,大蓟叶（鲜）［飞廉叶］,Japanese thistle leaf,100,38,1.5,1.4,5.5
蔬菜类及其制品-野生蔬菜类,048018,地肤（鲜）［益明，扫帚苗］,Belvedere,100,65,5.2,0.8,10.4
蔬菜类及其制品-野生蔬菜类,048019,地笋（鲜）［地古牛，地瓜儿苗叶］,Bugleweed,100,69,4.3,0.7,13.7
蔬菜类及其制品-野生蔬菜类,048020,豆腐柴（鲜）,Japanese premna,100,—,—,—,—
蔬菜类及其制品-野生蔬菜类,048021,独行菜（鲜）,Peppergrass,100,19,2.0,—,—
蔬菜类及其制品-野生蔬菜类,048022,独行菜（宽，鲜）,Peppergrass,100,—,—,—,—
蔬菜类及其制品-野生蔬菜类,048024,胡枝子（鲜）［山豆子］,Shrub lespedeza,100,138,5.3,2.2,29.6
蔬菜类及其制品-野生蔬菜类,048025,槐花（鲜）［洋槐花，豆槐花］,Japanese pagoda tree,100,82,3.1,0.7,17.0
蔬菜类及其制品-野生蔬菜类,048026,黄麻叶（鲜）,"Jute, potherb",100,42,4.7,0.3,5.8
蔬菜类及其制品-野生蔬菜类,048027,碱蓬（鲜）［棉蓬，猪毛菜］,Common russian thistle,100,33,2.8,0.3,5.2
蔬菜类及其制品-野生蔬菜类,048028,苦苦菜（鲜）,Wild lettuce,100,42,2.5,0.9,6.8
蔬菜类及其制品-野生蔬菜类,048029,轮叶党参,Lance asiabell,100,—,—,—,—
蔬菜类及其制品-野生蔬菜类,048030,罗勒［兰香］,Basil,100,26,3.8,,4.6
蔬菜类及其制品-野生蔬菜类,048031,马齿苋（鲜）［长寿菜，瓜子菜］,Purslane,100,28,2.3,0.5,3.9
蔬菜类及其制品-野生蔬菜类,048032,马兰头（鲜）［马兰，鸡儿肠，路边菊］,"Kalimeris, Indica",100,28,2.4,0.4,4.6
蔬菜类及其制品-野生蔬菜类,048033,麦瓶草（鲜）［米瓦罐］,Silene,100,38,4.5,0.5,4.4
蔬菜类及其制品-野生蔬菜类,048034,牛至,Common origanum,100,,,,—
蔬菜类及其制品-野生蔬菜类,048035,牛蒡叶（鲜）,Great burdock,100,42,4.7,0.8,5.1
蔬菜类及其制品-野生蔬菜类,048036,爬景天（鲜）［石头菜］,Gypsophila,100,21,0.6,0.7,3.5
蔬菜类及其制品-野生蔬菜类,048037,喷瓜,Squirting cucumber,100,—,—,—,—
蔬菜类及其制品-野生蔬菜类,048038,婆罗门参（白，鲜）,"Oyster plant, white",100,—,—,—,—
蔬菜类及其制品-野生蔬菜类,048039,婆罗门参（黑，鲜）［鸦葱］,"Oyster plant, black",100,—,—,0.1,—
蔬菜类及其制品-野生蔬菜类,048040,蒲公英叶（鲜）［黄花苗叶，孛孛丁叶］,Dandelion greens,100,53,4.8,1.1,7.0
蔬菜类及其制品-野生蔬菜类,048041,掐不齐（鲜）［鸡眼草，牛黄草］,Japan clover,100,110,6.1,1.4,23.6
蔬菜类及其制品-野生蔬菜类,048042,清明菜（鲜）［鼠曲菜］,Cudweed,100,49,3.1,0.6,8.9
蔬菜类及其制品-野生蔬菜类,048044,沙参叶（鲜）［白参］,Upright ladybell,100,93,0.8,1.6,21.6
蔬菜类及其制品-野生蔬菜类,048045,沙蓬子（鲜）［沙米］,Squarrose agriophyllum,100,349,21.5,8.1,50.6
蔬菜类及其制品-野生蔬菜类,048046,山苦荬叶（鲜）［启明菜叶］,Ixeris,100,33,2.2,0.4,5.6
蔬菜类及其制品-野生蔬菜类,048047,食用大黄（鲜）,rhubarb root,100,9,1.6,,1.5
蔬菜类及其制品-野生蔬菜类,048048,食用黄麻,Jute,100,22,0.9,0.1,—
蔬菜类及其制品-野生蔬菜类,048049,酸模（鲜）,Garden sorrel,100,17,1.7,0.2,—
蔬菜类及其制品-野生蔬菜类,048050,汤菜（鲜）,"*Tangcai*, used for flavoring soups",100,24,1.8,0.5,3.4
蔬菜类及其制品-野生蔬菜类,048051,土三七（鲜）［景天三七］,Aizoon stonecrop,100,48,2.1,0.7,9.0
蔬菜类及其制品-野生蔬菜类,048052,歪头菜（鲜）［草豆，二叶萩］,Pair vetch,100,74,2.5,0.3,17.9
蔬菜类及其制品-野生蔬菜类,048053,梧桐子（鲜）［瓢儿果］,Phoenix tree,100,560,23.6,38.8,30.1
蔬菜类及其制品-野生蔬菜类,048054,夏枯草（鲜）［铁色草］,Asian selfheal,100,63,2.5,0.7,12.7
蔬菜类及其制品-野生蔬菜类,048055,香椿（鲜）［香椿芽］,"Toona leaf, young",76,50,1.7,0.4,10.9
蔬菜类及其制品-野生蔬菜类,048056,香茅,Citronella,100,17,1.7,0.2,—
蔬菜类及其制品-野生蔬菜类,048057,小旋花（鲜）［狗儿蔓］,Ivy glorybind,100,60,,0.5,15.4
蔬菜类及其制品-野生蔬菜类,048058,鸭跖草（鲜）［竹叶菜，淡竹叶］,Common dayflower,100,34,2.8,0.3,5.7
蔬菜类及其制品-野生蔬菜类,048059,野葱（鲜）［沙葱，麦葱］,Yellowflower onion,100,36,2.7,0.2,6.7
